Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
28/09/2020,RELIANCE,EQ,2201.7,2227,2238,2207.05,2218,2216.25,2221.39,9076787,2.01631E+15,213955,1610375,0.1774
29/09/2020,RELIANCE,EQ,2216.25,2225,2264,2216.25,2241.9,2245.05,2242.3,11927459,2.6745E+15,269649,2301443,0.193
30/09/2020,RELIANCE,EQ,2245.05,2260,2267,2225,2231,2234.35,2251.01,11291280,2.54167E+15,232560,2777751,0.246
01/10/2020,RELIANCE,EQ,2234.35,2263.8,2263.8,2214,2229.05,2225.25,2237.62,9591467,2.1462E+15,237645,2356434,0.2457
05/10/2020,RELIANCE,EQ,2225.25,2244,2249.15,2206,2215,2212.2,2222.94,8732890,1.94126E+15,237138,1671283,0.1914
06/10/2020,RELIANCE,EQ,2212.2,2225.25,2233.9,2201.65,2213,2210.35,2213.64,8497352,1.881E+15,230575,2565411,0.3019
07/10/2020,RELIANCE,EQ,2210.35,2235,2309,2220,2259.4,2257.5,2276.27,24538620,5.58565E+15,542898,3167121,0.1291
08/10/2020,RELIANCE,EQ,2257.5,2259,2268,2222.1,2241.5,2239.25,2242.24,9727508,2.18114E+15,251543,2761519,0.2839
09/10/2020,RELIANCE,EQ,2239.25,2235,2253,2217.1,2239,2233.45,2232.05,8558747,1.91036E+15,215729,2908038,0.3398
12/10/2020,RELIANCE,EQ,2233.45,2235,2255.75,2226.25,2236,2237.05,2239.55,6565525,1.47038E+15,146831,1868691,0.2846
13/10/2020,RELIANCE,EQ,2237.05,2230.6,2285.75,2225.85,2279,2280.7,2259.76,10666280,2.41032E+15,255851,3449962,0.3234
14/10/2020,RELIANCE,EQ,2280.7,2278.9,2304,2268.5,2283,2287.5,2284.78,12341487,2.81976E+15,281008,4373851,0.3544
15/10/2020,RELIANCE,EQ,2287.5,2290,2290,2195,2203.25,2206.5,2241.04,9246893,2.07226E+15,265699,3100443,0.3353
16/10/2020,RELIANCE,EQ,2206.5,2215,2232.5,2172.65,2178,2175.8,2197.33,9961080,2.18878E+15,287579,2106731,0.2115
19/10/2020,RELIANCE,EQ,2175.8,2190.05,2228.7,2155.15,2175.5,2176.2,2189.75,14399062,3.15303E+15,363717,3772907,0.262
20/10/2020,RELIANCE,EQ,2176.2,2179,2193,2152.25,2155.85,2155.9,2166.54,8529621,1.84797E+15,275082,2119328,0.2485
21/10/2020,RELIANCE,EQ,2155.9,2168,2192,2097.75,2122.65,2124.6,2143.87,15729989,3.37231E+15,399065,3975978,0.2528
22/10/2020,RELIANCE,EQ,2124.6,2127.4,2132.5,2091,2111.9,2106.95,2107.04,14215255,2.99521E+15,391498,5836281,0.4106
23/10/2020,RELIANCE,EQ,2106.95,2106,2135,2096.4,2112,2113.05,2118.9,10809383,2.29041E+15,265187,3551502,0.3286
26/10/2020,RELIANCE,EQ,2113.05,2101.95,2101.95,2018.5,2034.9,2029.1,2052.69,17225340,3.53583E+15,581238,6324776,0.3672
27/10/2020,RELIANCE,EQ,2029.1,2034.9,2059.85,2005,2034.4,2034.5,2026.38,16835011,3.41141E+15,462764,5199796,0.3089
28/10/2020,RELIANCE,EQ,2034.5,2041.8,2057.7,2007.4,2008.9,2011.45,2026.02,13810054,2.79794E+15,413849,4822048,0.3492
29/10/2020,RELIANCE,EQ,2011.45,1997,2042,1991,2029.05,2026.9,2019.57,14147681,2.85722E+15,382087,3346100,0.2365
30/10/2020,RELIANCE,EQ,2026.9,2033.5,2065.1,2021.8,2064.35,2054.5,2040.66,15701123,3.20406E+15,349177,3880807,0.2472
02/11/2020,RELIANCE,EQ,2054.5,2027,2027,1859.15,1876,1877.45,1927.55,45857806,8.83933E+15,1428490,12596880,0.2747
03/11/2020,RELIANCE,EQ,1877.45,1890,1909,1835.1,1854.5,1850.4,1873.92,40931170,7.67018E+15,990935,11064654,0.2703
04/11/2020,RELIANCE,EQ,1850.4,1837,1929,1837,1910.5,1913.2,1893.24,37003111,7.00557E+15,888904,6665864,0.1801
05/11/2020,RELIANCE,EQ,1913.2,1954.95,1960.95,1932,1956.8,1955,1949.03,17170274,3.34653E+15,448665,5252804,0.3059
06/11/2020,RELIANCE,EQ,1955,1990,2040,1978.15,2025,2029.15,2015.72,30770080,6.20239E+15,649196,8468704,0.2752
09/11/2020,RELIANCE,EQ,2029.15,2062.1,2069,2036,2051,2050.7,2051.91,16539467,3.39375E+15,384188,6258441,0.3784
10/11/2020,RELIANCE,EQ,2050.7,2077,2090,2041.2,2089,2084.55,2071.86,17045147,3.53152E+15,399073,6458474,0.3789
11/11/2020,RELIANCE,EQ,2084.55,2089,2095,1978.1,1999.8,1997.2,2027.8,26178477,5.30846E+15,647679,9063191,0.3462
12/11/2020,RELIANCE,EQ,1997.2,1981,2008.45,1965,1981.75,1980,1987.14,18481466,3.67252E+15,440630,6746860,0.3651
13/11/2020,RELIANCE,EQ,1980,1982,2036.65,1981.75,2000.05,1996.4,2007.38,20946864,4.20483E+15,507695,5280992,0.2521
14/11/2020,RELIANCE,EQ,1996.4,2014.9,2015.3,1995.35,2001.55,2002.3,2005.96,2411900,4.83816E+14,99484,621485,0.2577
17/11/2020,RELIANCE,EQ,2002.3,2085,2085,1985,1994.8,1993.25,2013.16,21479385,4.32414E+15,462630,5819797,0.2709
18/11/2020,RELIANCE,EQ,1993.25,1993.25,2006.5,1960.1,1991.2,1987.2,1979.95,14030652,2.778E+15,410607,3601706,0.2567
19/11/2020,RELIANCE,EQ,1987.2,1987.2,2010.45,1968.2,1972,1973.15,1987.24,12828008,2.54923E+15,307890,3570924,0.2784
20/11/2020,RELIANCE,EQ,1973.15,1975,1983.8,1895,1901,1899.5,1923.27,26522972,5.10108E+15,794436,7772176,0.293
23/11/2020,RELIANCE,EQ,1899.5,1951,1970,1926.25,1955.2,1950.7,1952.18,20918665,4.0837E+15,497781,5148955,0.2461
24/11/2020,RELIANCE,EQ,1950.7,1964,1974,1932,1971.05,1964.05,1952.11,14277083,2.78704E+15,362587,3213843,0.2251
25/11/2020,RELIANCE,EQ,1964.05,1980,1992.95,1942.2,1947.5,1947.8,1969.06,15062376,2.96587E+15,356793,3040444,0.2019
26/11/2020,RELIANCE,EQ,1947.8,1953.05,1965,1930.05,1957,1952.6,1946.67,11924527,2.32131E+15,266412,3406506,0.2857
27/11/2020,RELIANCE,EQ,1952.6,1940.5,1956.1,1921.4,1940.5,1929.8,1935.45,21845931,4.22816E+15,314085,12489338,0.5717
01/12/2020,RELIANCE,EQ,1929.8,1940.35,1966.25,1930.05,1954.1,1954.9,1950.09,9114939,1.7775E+15,272346,3073957,0.3372
02/12/2020,RELIANCE,EQ,1954.9,1958.5,1962,1935,1959,1958.15,1947.77,10240168,1.99455E+15,236641,3885070,0.3794
03/12/2020,RELIANCE,EQ,1958.15,1972,1981.1,1958.65,1960.8,1964.05,1969.94,12822945,2.52604E+15,270788,6151159,0.4797
04/12/2020,RELIANCE,EQ,1964.05,1969,1969,1940,1947.7,1946.75,1948.72,8521388,1.66058E+15,286109,3771228,0.4426
07/12/2020,RELIANCE,EQ,1946.75,1940.6,1965,1940.6,1958.35,1958.2,1955.62,8418767,1.64639E+15,267040,3706525,0.4403
08/12/2020,RELIANCE,EQ,1958.2,1961.15,2014.25,1950,1992.45,1993.75,1995.12,20030506,3.99632E+15,460158,5692600,0.2842
09/12/2020,RELIANCE,EQ,1993.75,2009.95,2033.8,1999.25,2026,2026.95,2019.89,13464375,2.71966E+15,303801,4861192,0.361
10/12/2020,RELIANCE,EQ,2026.95,2021.6,2028.5,2001,2008,2007,2010.18,7414229,1.49039E+15,212910,2670339,0.3602
11/12/2020,RELIANCE,EQ,2007,2013,2038,1974.25,1999.4,2005.8,2015.5,12434745,2.50622E+15,265002,3553151,0.2857
14/12/2020,RELIANCE,EQ,2005.8,2007.95,2015,1986.35,1993.5,1991.3,1997.46,7989830,1.59594E+15,248928,2832392,0.3545
15/12/2020,RELIANCE,EQ,1991.3,1989.7,1989.7,1961.1,1973.6,1974.35,1973.54,8561406,1.68963E+15,240918,3108604,0.3631
16/12/2020,RELIANCE,EQ,1974.35,1988,1994.95,1965.7,1977.55,1976.55,1977.57,8565904,1.69397E+15,233001,3281219,0.3831
17/12/2020,RELIANCE,EQ,1976.55,1984.5,2005,1977.15,1985.5,1985.6,1989.37,9346460,1.85936E+15,280068,3368996,0.3605
18/12/2020,RELIANCE,EQ,1985.6,1980.1,2004.9,1965,1998.1,1991.55,1981.58,8522215,1.68874E+15,226069,3412555,0.4004
21/12/2020,RELIANCE,EQ,1991.55,2010,2022,1855.25,1935,1939.7,1976.82,20368545,4.02649E+15,514099,5751990,0.2824
22/12/2020,RELIANCE,EQ,1939.7,1949,1958.9,1888.45,1935,1936.7,1921.8,12986606,2.49577E+15,374827,3386829,0.2608
23/12/2020,RELIANCE,EQ,1936.7,1930,1951.45,1920.65,1947,1943.85,1938.16,8999898,1.74432E+15,282444,3128219,0.3476
24/12/2020,RELIANCE,EQ,1943.85,1947,1998.8,1945.9,1992.95,1994.15,1976.2,9588577,1.8949E+15,250116,2141157,0.2233
28/12/2020,RELIANCE,EQ,1994.15,2006.7,2018,1995.3,2002,2003.3,2006.71,7947719,1.59488E+15,214898,1821777,0.2292
29/12/2020,RELIANCE,EQ,2003.3,2009,2012.3,1982.55,1987,1990.05,1992.97,8589407,1.71184E+15,242433,3009732,0.3504
30/12/2020,RELIANCE,EQ,1990.05,1995.25,2007.2,1975.55,1994.35,1995.5,1991.6,10173132,2.02608E+15,234486,3159950,0.3106
31/12/2020,RELIANCE,EQ,1995.5,1993.5,2011.9,1978.6,1981.8,1985.3,1995.67,8667516,1.72975E+15,226094,2538214,0.2928
